ID;Nome Completo;Idade;CPF;Sexo;Estado Civil;E-mail;Telefone;Cidade;Estado;Marca;Modelo;Ano_fabricacao;Cor;Valor_venda;Data_venda;Forma_pagamento;Custo_aquisicao;Custo_reparos;Lucro;Data_entrada_estoque;Dias_estoque;Vendedor;Origem_lead;NPS_cliente;Status_pagamento
10863;Gustavo Machado;18;135.872.906-95;Masculino;Viúvo;hcarvalho@example.org;81 2725-4578;da Rocha;PE;Ford;Ka;2018;Branco;127188,47;2025-02-10;Financiamento;98800,58;3817,19;24570,7;2024-09-12;151;Emilly Gonçalves;Redes Sociais;2;Cancelado
10864;Théo Camargo;38;806.357.912-77;Masculino;Casado;carlos-eduardonogueira@example.com;+55 (071) 4681-3741;Pimenta;RO;Citroen;C4 Grand Picasso;2017;Verde;106990,1;2024-11-17;Financiamento;85941,94;0,0;21048,160000000003;2023-12-16;337;Emilly Gonçalves;Feira;6;Pago
10865;Dante Pastor;27;309.657.128-77;Masculino;Casado;dmoreira@example.org;(051) 3075-0143;Costa do Amparo;SC;Ford;Ka Sedan;2018;Vermelho;46740,5;2024-06-29;Financiamento;41073,93;2033,16;3633,41;2024-05-31;29;Emilly Gonçalves;Outros;2;Em Atraso
10866;Luísa Fonseca;68;132.678.095-68;Feminino;Viúvo;azevedomiguel@example.net;84 1994 1017;da Mata;DF;Fiat;Pulse;2016;Azul;226459,02;2024-05-02;À vista;184333,61;2336,73;39788,68;2024-01-10;113;Alexia Cavalcanti;Feira;4;Pago
10867;Gabriela Machado;63;571.048.236-62;Feminino;Viúvo;novaesgael@example.org;+55 (051) 5255-1956;Câmara do Sul;AP;Citroen;C4;2017;Branco;135344,07;2025-01-09;Financiamento;99459,07;0,0;35885,0;2024-05-10;244;Ian Pereira;Site;6;Em Atraso
10868;João Lucas Monteiro;47;270.346.159-34;Masculino;Solteiro;carvalhoantony@example.org;(051) 3056-4052;Rezende;PR;Fiat;Cronos;2015;Cinza;81701,24;2025-01-13;À vista;71909,28;2837,6;6954,360000000006;2024-02-04;344;Luana Santos;Site;1;Pago
10869;Maria Clara Almeida;38;856.192.703-86;Feminino;Solteiro;novaesmaria@example.com;0300 254 8509;Costa;MS;Volskwagen;Amarok;2022;Preto;55039,18;2025-02-02;Financiamento;39375,27;1513,72;14150,190000000004;2024-04-02;306;Luana Santos;Redes Sociais;6;Pago
10870;Erick Costela;62;625.049.187-20;Masculino;Casado;bentocassiano@example.org;51 2726 5208;Albuquerque;RN;Fiat;Strada;2022;Vermelho;70505,67;2024-08-23;À vista;52456,46;0,0;18049,21;2024-01-20;216;Dr. Renan Jesus;Outros;9;Pago
10871;André Pacheco;23;607.259.341-07;Masculino;Divorciado;pda-mota@example.com;+55 21 3700 2083;Alves;MT;Honda;Fit;2023;Branco;152026,2;2024-11-10;Leasing;115554,06;0,0;36472,140000000014;2024-02-10;274;Dr. Renan Jesus;Indicação;8;Cancelado
10872;Vitor Hugo da Paz;63;985.102.473-23;Masculino;Divorciado;nicolas60@example.org;+55 (061) 5268 1023;da Mota;MT;Volskwagen;Polo;2019;Azul;205098,37;2024-05-17;Leasing;167802,15;0,0;37296,22;2023-11-05;194;Davi Lucca Novaes;Outros;6;Em Atraso
10873;Henry Gabriel Cardoso;50;598.624.137-19;Masculino;Casado;tpeixoto@example.net;(081) 4558-3687;Brito do Norte;PR;Hyundai;Creta;2022;Branco;169912,86;2024-07-08;À vista;149753,43;8510,65;11648,779999999993;2024-03-14;116;Luana Santos;Indicação;9;Pago
10874;Hadassa Araújo;66;389.126.405-42;Feminino;Divorciado;rcosta@example.net;21 2532-1780;Martins;TO;Honda;CR-V;2022;Branco;99540,94;2025-04-01;À vista;86302,71;3607,42;9630,809999999996;2024-09-01;212;Sra. Emanuelly da Cunha;Busca Direta;9;Pago
10875;Ágatha Carvalho;22;832.165.049-05;Feminino;Viúvo;pcostela@example.net;(011) 8223 8072;da Rosa de Rocha;PR;Volskwagen;Polo;2023;Preto;93523,26;2024-09-05;Leasing;70511,58;1530,18;21481,499999999993;2023-11-22;288;Luana Santos;Redes Sociais;5;Cancelado
10876;Vinícius Ramos;20;018.679.534-39;Masculino;Casado;flima@example.net;+55 81 0258-0838;Sousa;RJ;Citroen;C4 Grand Picasso;2013;Cinza;37308,47;2025-01-12;Financiamento;28723,39;0,0;8585,080000000002;2024-06-09;217;Ian Pereira;Outros;9;Em Atraso
10877;Pedro Miguel Sales;20;783.192.645-37;Masculino;Solteiro;talmeida@example.net;0900 253 0799;Marques de Araújo;SP;Citroen;C4;2013;Vermelho;107861,23;2025-02-17;Financiamento;84980,83;6531,08;16349,319999999994;2023-05-02;657;Paulo Castro;Redes Sociais;1;Cancelado
10878;Arthur Miguel Castro;22;513.284.097-32;Masculino;Viúvo;camargoana-vitoria@example.net;+55 (051) 6529 8970;Albuquerque;RJ;Ford;Ka;2023;Branco;98895,25;2024-07-08;À vista;85510,63;0,0;13384,619999999995;2024-06-01;37;Davi Lucca Novaes;Outros;2;Pago
10879;Thomas Monteiro;29;417.592.836-73;Masculino;Divorciado;pedro73@example.net;+55 (031) 5674 2206;Pimenta do Norte;MA;Volskwagen;T-Cross;2022;Cinza;85924,73;2024-12-19;À vista;74381,57;6419,4;5123,759999999989;2023-08-24;483;Paulo Castro;Site;1;Pago
10880;Oliver Teixeira;21;215.793.084-14;Masculino;Casado;antony04@example.com;+55 61 9233-3466;da Rosa;RS;Chevrolet;Cruze;2017;Preto;129502,54;2024-05-15;Financiamento;101633,85;6836,56;21032,129999999986;2023-06-28;322;Emilly Gonçalves;Outros;4;Em Atraso
10881;Francisco Ramos;54;371.694.208-13;Masculino;Casado;kaiquedas-neves@example.com;+55 21 1677 2016;Teixeira;RS;Peugeot;308;2023;Prata;240671,49;2025-04-07;Financiamento;211734,85;7125,8;21810,839999999986;2023-12-10;484;Davi Lucca Novaes;Feira;4;Em Atraso
10882;Ana Liz Silveira;48;263.794.510-99;Feminino;Solteiro;fariasana-livia@example.com;41 6111-7368;Carvalho;MA;Citroen;C3;2021;Cinza;90198,71;2024-11-10;Financiamento;69179,71;0,0;21019,0;2024-02-22;262;Luna Lima;Outros;5;Em Atraso
10883;Lucas Gabriel Martins;28;762.498.015-02;Masculino;Solteiro;maria-laurasilveira@example.net;(051) 2546-1998;Cunha;MT;Volskwagen;Up;2023;Cinza;230160,59;2025-01-22;Financiamento;174788,45;8460,75;46911,389999999985;2024-11-09;74;Paulo Castro;Redes Sociais;1;Cancelado
10884;Thales Brito;61;841.253.096-98;Masculino;Solteiro;eloa48@example.com;+55 11 6063-7205;Siqueira;RS;Peugeot;208;2022;Azul;202757,52;2024-07-01;À vista;181648,11;0,0;21109,410000000003;2023-12-13;201;Alexia Cavalcanti;Outros;4;Pago
10885;Vitor Rezende;60;034.678.259-74;Masculino;Divorciado;bnascimento@example.com;31 7562 1020;Marques;PR;Peugeot;208;2013;Azul;243467,47;2024-10-01;Financiamento;197368,17;6802,04;39297,25999999999;2024-07-26;67;Sra. Emanuelly da Cunha;Busca Direta;1;Cancelado
10886;Nathan Porto;43;832.190.576-59;Masculino;Viúvo;mayada-luz@example.com;51 9417 5174;Pinto;PB;Citroen;C3;2015;Cinza;90497,06;2024-11-20;Financiamento;81183,44;6006,2;3307,4199999999955;2023-07-14;495;Paulo Castro;Outros;2;Em Atraso
10887;Ana Clara Pacheco;37;321.658.490-98;Feminino;Solteiro;tcirino@example.org;21 0649 9685;Borges da Serra;AL;Ford;Ka;2014;Cinza;37836,87;2024-09-30;À vista;30131,39;4828,26;2877,220000000003;2023-08-07;420;Paulo Castro;Site;6;Pago
10888;Maria Cecília Cavalcanti;27;976.145.302-25;Feminino;Divorciado;nvieira@example.net;61 9309 5409;Mendonça;RR;Volskwagen;Up;2023;Cinza;136479,04;2024-04-29;Financiamento;99536,13;4141,04;32801,87;2023-11-18;163;Davi Lucca Novaes;Indicação;10;Cancelado
10889;Maria Fernanda Pacheco;63;321.458.067-17;Feminino;Casado;vicentearagao@example.net;+55 (084) 7150-6007;da Mota dos Dourados;MT;Honda;City;2022;Cinza;232796,05;2024-05-12;Financiamento;204190,44;4446,39;24159,219999999987;2023-07-23;294;Luna Lima;Busca Direta;7;Cancelado
10890;Vitor Cavalcante;28;367.412.509-99;Masculino;Casado;davi-luiz86@example.net;+55 51 3014 0336;Oliveira;PR;Fiat;Pulse;2013;Azul;52835,29;2024-11-20;Financiamento;47099,56;6279,32;-543,5899999999965;2023-11-15;371;Luana Santos;Site;4;Pago
10891;Ágatha Vieira;45;578.630.941-00;Feminino;Divorciado;iandrade@example.com;0900-869-1084;Rios;AL;Volskwagen;Nivus;2016;Cinza;84929,55;2024-10-26;Financiamento;70976,82;1151,3;12801,429999999997;2023-09-12;410;Davi Lucca Novaes;Site;1;Cancelado
10892;Alícia Cavalcanti;26;317.086.594-39;Feminino;Divorciado;joao-lucaspereira@example.net;+55 61 0734 3462;Carvalho Verde;RN;Ford;Territory;2018;Vermelho;230118,04;2024-07-08;Financiamento;204426,95;4670,23;21020,859999999997;2024-03-03;127;Ian Pereira;Feira;8;Cancelado
10893;Apollo Brito;48;134.925.078-32;Masculino;Viúvo;thiagoramos@example.net;+55 61 0762 2302;Melo;PA;Ford;Focus;2017;Vermelho;179588,22;2024-10-25;Financiamento;128679,72;0,0;50908,5;2023-10-14;377;Luana Santos;Redes Sociais;10;Cancelado
10894;Luiza Gomes;67;594.826.037-29;Feminino;Casado;heitorazevedo@example.org;(051) 2701 8019;Borges de Cavalcante;MG;Peugeot;208;2013;Cinza;153661,8;2025-03-20;Leasing;124481,12;1797,96;27382,719999999994;2024-10-21;150;Paulo Castro;Indicação;7;Cancelado
10895;Guilherme da Paz;31;319.587.402-41;Masculino;Viúvo;jmoura@example.org;0900-115-1044;Viana;MT;Ford;Focus;2015;Cinza;158704,4;2025-01-08;Leasing;120034,1;0,0;38670,29999999999;2024-03-01;313;Emilly Gonçalves;Site;4;Em Atraso
10896;Laura Pimenta;49;086.351.972-59;Feminino;Solteiro;sazevedo@example.net;+55 (041) 7713 9209;Martins;AC;Peugeot;208;2021;Prata;98765,83;2024-07-03;Financiamento;85358,39;0,0;13407,440000000002;2023-08-18;320;Davi Lucca Novaes;Indicação;8;Pago
10897;Maria Fernanda da Costa;34;812.459.607-76;Feminino;Divorciado;qleao@example.org;(081) 9916 3079;Aparecida;TO;Jeep;Compass;2021;Vermelho;114058,68;2024-12-27;À vista;92687,09;0,0;21371,589999999997;2023-04-25;612;Dr. Renan Jesus;Indicação;4;Pago
10898;Sarah Fonseca;64;805.469.712-02;Feminino;Divorciado;mariafreitas@example.org;31 9308-5533;Pires do Galho;SE;Ford;Territory;2023;Verde;224440,87;2024-07-29;À vista;158521,67;0,0;65919,19999999998;2024-02-18;162;Alexia Cavalcanti;Site;1;Pago
10899;Alana da Rocha;49;734.106.529-06;Feminino;Casado;saraujo@example.com;(031) 0055 4920;Jesus;PB;Citroen;C4 Grand Picasso;2019;Vermelho;45497,31;2024-07-03;À vista;37272,0;6022,51;2202,7999999999975;2023-09-20;287;Sra. Emanuelly da Cunha;Outros;4;Pago
10900;Ana Marques;30;341.287.956-82;Feminino;Divorciado;henriquepastor@example.net;(071) 0992 0968;Rodrigues;AC;Peugeot;208;2013;Azul;45367,8;2024-08-29;Financiamento;40595,58;0,0;4772,220000000001;2023-12-20;253;Davi Lucca Novaes;Indicação;7;Pago
10901;Caroline Novaes;56;253.786.490-56;Feminino;Solteiro;acorreia@example.com;+55 61 9173-9354;Castro;RN;Peugeot;208;2017;Branco;58163,72;2024-05-15;Financiamento;48664,64;1670,82;7828,260000000002;2024-04-20;25;Luna Lima;Feira;2;Cancelado
10902;Ana Laura da Costa;65;056.724.913-16;Feminino;Divorciado;lmoura@example.org;71 5877-2339;Monteiro;DF;Citroen;C4 Grand Picasso;2016;Branco;164540,97;2024-11-19;À vista;140741,38;2256,81;21542,779999999995;2023-04-30;569;Alexia Cavalcanti;Busca Direta;10;Pago
10903;Caleb Santos;52;914.752.680-76;Masculino;Solteiro;rsilveira@example.net;(071) 8793-0526;Lopes da Praia;PA;Citroen;Aircross;2020;Cinza;209144,25;2024-09-05;Leasing;183565,08;4194,08;21385,09000000001;2023-07-09;424;Davi Lucca Novaes;Outros;6;Pago
10904;Valentim Fonseca;23;523.718.964-46;Masculino;Divorciado;zoerezende@example.org;31 1781-1381;Câmara do Campo;RS;Ford;Ka Sedan;2021;Vermelho;40710,41;2024-06-30;À vista;36108,66;5000,07;-398,3199999999997;2023-07-20;346;Luna Lima;Redes Sociais;1;Pago
10905;Thiago Leão;33;346.280.759-56;Masculino;Casado;danielaleao@example.net;+55 (011) 2741-0506;Ferreira do Oeste;PA;Honda;City;2014;Branco;229741,96;2025-04-08;Financiamento;183123,3;4556,47;42062,19;2023-06-30;648;Dr. Renan Jesus;Busca Direta;9;Pago
10906;Ágatha Costela;42;605.294.718-76;Feminino;Viúvo;aparecidaemilly@example.com;+55 (061) 7577 5028;Sampaio de Goiás;AL;Citroen;C4 Grand Picasso;2014;Cinza;127545,53;2024-05-30;Financiamento;108145,01;5060,77;14339,750000000004;2023-07-31;304;Paulo Castro;Outros;1;Em Atraso
10907;Sophia Gomes;67;685.142.037-62;Feminino;Viúvo;brayanda-mata@example.org;41 8876 9175;Mendonça Paulista;CE;Peugeot;3008;2022;Prata;187903,96;2025-04-18;Financiamento;135152,32;3795,26;48956,37999999998;2025-03-30;19;Ian Pereira;Redes Sociais;10;Em Atraso
10908;João Felipe Fernandes;63;473.529.801-05;Masculino;Divorciado;carvalhomanuella@example.com;0300 939 9980;Santos;ES;Ford;Ranger;2019;Vermelho;165286,34;2025-01-07;Financiamento;122467,18;1848,05;40971,11;2023-12-15;389;Dr. Renan Jesus;Feira;5;Pago
10909;Ísis Ribeiro;69;096.835.421-15;Feminino;Solteiro;emanuellypinto@example.com;+55 (081) 2219 1141;Peixoto de Goiás;AC;Citroen;C3;2014;Vermelho;193315,77;2024-08-30;Financiamento;150144,92;6052,93;37117,91999999998;2024-03-02;181;Dr. Renan Jesus;Outros;10;Cancelado
10910;Luigi Abreu;70;984.736.015-48;Masculino;Divorciado;ryanvargas@example.com;+55 61 7280-6989;Novaes;MG;Citroen;C4;2020;Branco;209551,59;2024-07-08;À vista;175329,45;3176,03;31046,109999999986;2024-03-13;117;Luana Santos;Indicação;9;Pago
10911;Arthur Miguel Lima;28;029.871.643-78;Masculino;Viúvo;breno17@example.org;+55 84 5983 8038;Costela do Galho;AM;Citroen;Aircross;2020;Branco;243924,82;2025-03-28;À vista;180307,92;0,0;63616,899999999994;2024-04-13;349;Luna Lima;Site;9;Pago
10912;Apollo Sampaio;30;154.792.603-16;Masculino;Casado;viniciussouza@example.net;0900-845-3923;Rocha;SE;Ford;Ka;2019;Vermelho;56908,12;2024-08-07;À vista;47120,4;0,0;9787,720000000001;2023-10-30;282;Dr. Renan Jesus;Indicação;6;Pago
10913;Anna Liz Fogaça;27;865.347.201-08;Feminino;Viúvo;kamillyfarias@example.net;(051) 7459 2791;Ferreira;RS;Chevrolet;Onix;2021;Preto;91908,36;2024-07-06;Leasing;81786,81;3014,21;7107,340000000003;2023-09-26;284;Luana Santos;Outros;7;Pago
10914;Clarice Silveira;51;158.379.042-04;Feminino;Divorciado;vianavitor-hugo@example.org;0500-313-9018;Gomes Verde;GO;Peugeot;308;2018;Branco;234375,23;2025-01-08;Financiamento;208345,4;5311,7;20718,130000000016;2023-09-26;470;Sara Pinto;Feira;10;Em Atraso
10915;Eduarda Araújo;44;370.652.198-95;Feminino;Casado;oliveirathiago@example.org;11 2142 4531;da Rocha Paulista;CE;Fiat;Cronos;2021;Cinza;156162,89;2025-02-23;Financiamento;109642,03;3974,49;42546,37000000002;2025-02-22;1;Sara Pinto;Indicação;3;Em Atraso
10916;Clarice da Conceição;66;582.961.374-37;Feminino;Casado;hellena97@example.org;61 8438 9982;Pereira Paulista;ES;Jeep;Cherokee;2021;Azul;218899,28;2025-01-05;Leasing;168228,84;5171,08;45499,36;2023-05-23;593;Luna Lima;Indicação;6;Pago
10917;Maria Sophia Moraes;35;978.653.401-84;Feminino;Casado;manuelacirino@example.net;51 3614 5297;da Conceição;SP;Hyundai;HB20;2020;Azul;73684,09;2024-09-06;Leasing;58066,94;2571,23;13045,919999999995;2024-06-15;83;Paulo Castro;Outros;9;Em Atraso
10918;Agatha Porto;28;852.614.790-02;Feminino;Casado;cunhalevi@example.org;+55 11 1609 6086;Gomes do Amparo;SE;Fiat;Strada;2013;Branco;97359,79;2025-01-19;Leasing;85713,35;0,0;11646,439999999988;2024-07-25;178;Emilly Gonçalves;Site;9;Cancelado
10919;Enzo Gabriel Câmara;64;943.670.825-47;Masculino;Solteiro;manuella95@example.com;+55 71 9267-0911;Melo do Galho;PI;Fiat;Mobi;2014;Azul;99195,63;2024-06-03;Financiamento;72415,52;5876,13;20903,98;2023-12-22;164;Sara Pinto;Busca Direta;2;Em Atraso
10920;Laís Câmara;18;436.790.815-10;Feminino;Casado;luiz-felipe34@example.com;0300-434-9087;Carvalho de Cavalcante;RR;Peugeot;3008;2017;Azul;243025,94;2025-02-16;À vista;216700,51;0,0;26325,429999999993;2024-09-18;151;Dr. Renan Jesus;Redes Sociais;2;Pago
10921;Raquel Araújo;57;196.053.428-98;Feminino;Viúvo;nascimentoanna-liz@example.net;(041) 3378-6114;Pimenta;MA;Citroen;C4;2019;Verde;116417,52;2025-03-30;Financiamento;85010,1;1967,82;29439,6;2023-08-05;603;Davi Lucca Novaes;Outros;10;Cancelado
10922;Caio Caldeira;40;137.084.962-13;Masculino;Casado;isadoravasconcelos@example.net;+55 (084) 5684 3167;da Conceição;GO;Citroen;C3;2020;Branco;80670,6;2024-06-11;Financiamento;60115,48;2480,61;18074,510000000002;2024-01-18;145;Davi Lucca Novaes;Indicação;4;Em Atraso
10923;Antony Abreu;21;863.910.254-60;Masculino;Viúvo;ana-liviamendes@example.net;0500-359-8736;Montenegro;RN;Volskwagen;Voyage;2020;Prata;135317,2;2024-11-23;Financiamento;108819,65;0,0;26497,550000000017;2024-01-06;322;Dr. Renan Jesus;Site;8;Pago
10924;Anthony Leão;42;824.765.390-74;Masculino;Solteiro;catarina04@example.com;(061) 9703 6191;Lopes de Sales;MS;Honda;Fit;2021;Cinza;237006,14;2024-10-07;Financiamento;167939,11;4928,72;64138,31000000003;2023-05-31;495;Luna Lima;Feira;9;Pago
10925;Sarah Correia;63;491.850.623-24;Feminino;Solteiro;bgomes@example.com;(041) 5991 7049;Sousa do Galho;SC;Peugeot;208;2014;Cinza;83573,67;2024-05-15;À vista;73971,42;4825,17;4777,08;2023-07-27;293;Alexia Cavalcanti;Site;7;Pago
10926;Isabela Lima;35;503.694.217-52;Feminino;Casado;piresdavi-lucca@example.com;+55 (081) 3866-3894;Pires;MS;Ford;Ka Sedan;2013;Azul;235303,9;2025-02-27;À vista;198198,34;0,0;37105,56;2024-03-26;338;Sra. Emanuelly da Cunha;Indicação;10;Pago
10927;Beatriz Oliveira;60;938.675.421-55;Feminino;Divorciado;bryanoliveira@example.org;+55 84 9885-6575;da Conceição de Minas;AM;Hyundai;Creta;2016;Branco;132266,59;2024-11-20;À vista;106616,35;9531,76;16118,47999999999;2023-05-07;563;Dr. Renan Jesus;Busca Direta;9;Pago
10928;Esther Duarte;35;308.962.715-95;Feminino;Viúvo;pnunes@example.com;71 4238-9318;Santos;PE;Volskwagen;Saveiro;2013;Vermelho;162176,03;2024-12-31;À vista;116898,93;7367,96;37909,14000000001;2024-10-26;66;Davi Lucca Novaes;Outros;1;Pago
10929;Cauã Nascimento;42;538.962.407-65;Masculino;Casado;isis86@example.com;+55 (031) 9965-5595;Pinto de Costela;MS;Ford;Ka Sedan;2023;Vermelho;104378,75;2025-03-11;Leasing;75891,66;2009,3;26477,789999999997;2024-08-03;220;Paulo Castro;Redes Sociais;3;Cancelado
10930;Carolina Pastor;65;295.106.487-01;Feminino;Divorciado;limaluiz-otavio@example.com;(021) 9933-1386;Rodrigues;RR;Volskwagen;Gol;2014;Branco;88174,15;2024-04-23;Financiamento;75452,52;4202,6;8519,02999999999;2023-05-21;338;Emilly Gonçalves;Feira;4;Cancelado
10931;Olivia Souza;39;749.560.831-57;Feminino;Viúvo;sophiedias@example.net;(071) 8545-3689;Melo;RJ;Ford;Territory;2022;Azul;173523,81;2025-03-28;À vista;151902,63;4525,6;17095,579999999994;2025-03-23;5;Luana Santos;Redes Sociais;9;Pago
10932;Luan Freitas;65;172.653.890-77;Masculino;Casado;caleb52@example.com;+55 31 5842 1103;Pastor;PB;Citroen;C4 Grand Picasso;2013;Cinza;127316,63;2024-07-27;À vista;112266,87;5065,33;9984,43000000001;2024-06-08;49;Luna Lima;Busca Direta;1;Pago
10933;Alexandre Sousa;21;835.490.217-04;Masculino;Casado;andradefernando@example.com;31 8199-2553;Azevedo;BA;Peugeot;2008;2021;Preto;168924,35;2025-02-16;Financiamento;151963,97;2707,73;14252,650000000005;2023-08-29;537;Paulo Castro;Indicação;8;Pago
10934;Benjamin Sousa;40;502.397.146-52;Masculino;Casado;joao-lucas16@example.com;+55 (031) 1154 5947;Vargas;RS;Chevrolet;Tracker;2016;Cinza;31461,39;2024-10-06;Financiamento;25158,14;0,0;6303,25;2023-08-11;422;Sara Pinto;Busca Direta;5;Cancelado
10935;Diego Cunha;69;598.243.170-23;Masculino;Solteiro;caua59@example.com;21 9270 1324;Gonçalves do Sul;GO;Honda;HR-V;2015;Vermelho;208903,37;2024-10-08;Financiamento;173947,66;2403,49;32552,219999999994;2023-09-12;392;Luna Lima;Feira;6;Cancelado
10936;Sophie Cardoso;32;259.718.403-04;Feminino;Viúvo;marcos-viniciuslopes@example.net;+55 51 4323 1505;Melo Alegre;BA;Citroen;C4 Grand Picasso;2016;Azul;77298,51;2024-06-30;Financiamento;68824,04;0,0;8474,470000000001;2024-03-23;99;Luana Santos;Site;3;Pago
10937;Thales Mendes;39;371.984.602-40;Masculino;Viúvo;gabriel51@example.com;0800 873 5869;Castro de Fonseca;MA;Toyota;Hilux;2014;Prata;168849,06;2025-02-18;À vista;132190,82;1447,98;35210,25999999999;2023-08-19;549;Luna Lima;Feira;5;Pago
10938;Sofia Fogaça;38;765.231.984-64;Feminino;Viúvo;carolinegomes@example.net;+55 (061) 8498-4163;Viana de Sá;RO;Fiat;Cronos;2019;Vermelho;175072,07;2024-07-08;Financiamento;146132,51;0,0;28939,559999999998;2024-06-04;34;Alexia Cavalcanti;Outros;5;Cancelado
10939;Ana Luiza Siqueira;28;729.053.841-23;Feminino;Viúvo;wrocha@example.net;51 6551 1029;Cassiano do Campo;RR;Honda;CR-V;2020;Vermelho;221072,85;2024-04-23;Financiamento;161547,69;2890,47;56634,69;2024-01-27;87;Davi Lucca Novaes;Busca Direta;8;Em Atraso
10940;Luiz Felipe Correia;55;485.620.713-07;Masculino;Casado;pietra65@example.org;(031) 4420 5263;Guerra;RN;Ford;Ranger;2023;Branco;68080,1;2024-11-24;Financiamento;50162,68;9448,06;8469,360000000006;2024-08-21;95;Luana Santos;Redes Sociais;9;Pago
10941;Pedro Miguel Martins;32;325.916.847-82;Masculino;Solteiro;anthony28@example.net;61 1987-8850;Almeida;PI;Hyundai;Creta;2023;Vermelho;218759,21;2024-08-17;Leasing;190952,48;8009,27;19797,45999999998;2024-05-11;98;Ian Pereira;Outros;10;Em Atraso
10942;Ísis Porto;25;124.975.806-85;Feminino;Casado;costelabenjamim@example.com;84 1622-5604;Andrade do Oeste;GO;Citroen;Basalt;2015;Prata;121541,03;2024-10-08;Leasing;100276,58;8486,48;12777,969999999998;2023-07-31;435;Ian Pereira;Indicação;3;Pago
10943;Augusto Guerra;52;203.984.571-23;Masculino;Divorciado;vitor-gabrielda-mata@example.net;31 0307 0485;Duarte do Sul;RN;Ford;Ranger;2018;Cinza;64850,84;2024-12-27;Financiamento;54292,02;3715,29;6843,53;2024-08-06;143;Ian Pereira;Redes Sociais;10;Pago
10944;Maria Vitória Aparecida;58;563.814.790-00;Feminino;Divorciado;andradebenjamin@example.org;21 6362 3262;Dias;PB;Fiat;Strada;2021;Vermelho;95612,75;2024-06-16;À vista;71907,65;0,0;23705,100000000006;2024-03-31;77;Ian Pereira;Outros;6;Pago
10945;Francisco Campos;40;482.130.567-44;Masculino;Divorciado;bruno06@example.org;(011) 5002 1385;Castro;RJ;Citroen;Aircross;2016;Vermelho;149933,78;2024-08-15;Financiamento;120792,24;0,0;29141,539999999994;2023-07-05;407;Sara Pinto;Outros;5;Pago
10946;Bernardo Vargas;30;476.258.193-37;Masculino;Casado;cda-mota@example.org;+55 31 4347 9238;Lima;ES;Hyundai;Tucson;2016;Branco;202688,19;2025-03-13;À vista;178868,16;5598,34;18221,69;2024-09-21;173;Sra. Emanuelly da Cunha;Indicação;8;Pago
10947;Camila Monteiro;69;056.423.179-70;Feminino;Casado;uazevedo@example.net;+55 (084) 8375 7549;Fernandes;SC;Peugeot;3008;2023;Vermelho;134120,36;2024-09-14;Leasing;95419,49;9365,49;29335,379999999983;2023-11-16;303;Alexia Cavalcanti;Indicação;3;Em Atraso
10948;Luiz Gustavo Viana;54;517.436.209-34;Masculino;Divorciado;bryanvargas@example.com;(051) 3633 0320;Nogueira;ES;Honda;Civic;2020;Cinza;72916,07;2024-10-23;Leasing;54147,99;8193,02;10575,060000000009;2024-05-16;160;Emilly Gonçalves;Outros;7;Cancelado
